Vendor, Category, Item, Item Description, Price, Origin, Destination, Rating, Remarks
ShopAgent,Tobacco/Smoked,Bond Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.  ===PLEASE write to us what kind of cigarettes do you want to buy.===  In 1carton=10packs=200cigarettes.All cigarettes EU made.  ================ ...,0.08807062402061856 BTC,EU,Worldwide,4.96/5,
only,Tobacco/Smoked,Parliament Aqua Blue (10 packs x 20 cigarettes),Strength: Tar 6.0mg  Nicotine 0.5mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.16070331370689653 BTC,Ukraine,Worldwide,4.89/5,
ES-Light,Tobacco/Smoked,Flavored Disposable E hookah Pen Up to 800 puffs!!!,Purchase price is for one e hookah pen. One pen can last up to 800 puffs! Available flavors: Tobacco  Strawberry  Menthol  Cherry  and Apple. Please let me know which flavor you would like.  *This  ...,0.03023764618644068 BTC,USA,Worldwide,5.00/5,
ShopAgent,Tobacco/Smoked,Rothmans International  Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.   In 1carton=10packs=200cigarettes.All cigarettes EU made.  ===================================  ATTENTION  MINIMAL ORDER IS 2 CARTONS  ==== ...,0.15078732173913034 BTC,EU,,4.96/5,
ShopAgent,Tobacco/Smoked,Bond Street Special Compacts Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.   In 1carton=10packs=200cigarettes.All cigarettes EU made.  ===================================  ATTENTION  MINIMAL ORDER IS 2 CARTONS  ==== ...,0.11556809078651684 BTC,EU,,4.96/5,
only,Tobacco/Smoked,Cosmos King Size (10 packs x 20 cigarettes),Strength: Tar 16mg  Nicotine 1.2mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for Ge ...,0.10020785947368423 BTC,Ukraine,Worldwide,4.89/5,
only,Tobacco/Smoked,Dunhill Fine Cut Dark Blue (10 packs x 20 cigarettes),Strength: Tar 7mg  Nicotine 0.7mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for Ger ...,0.16084893881355933 BTC,Ukraine,Worldwide,4.89/5,
ShopAgent,Tobacco/Smoked,Marlboro Gold Accents Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.   In 1carton=10packs=200cigarettes.All cigarettes EU made.  =================================  ATTENTION  MINIMAL ORDER IS 2 CARTONS  ====== ...,0.13375925725274718 BTC,EU,,4.96/5,
only,Tobacco/Smoked,Winston Blue (10 packs x 20 cigarettes),Strength: Tar 7.0mg  Nicotine 0.5mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.13344960798319336 BTC,Ukraine,Worldwide,4.89/5,
ShopAgent,Tobacco/Smoked,Camel Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.  ===PLEASE write to us what kind of cigarettes do you want to buy.===  In 1carton=10packs=200cigarettes.All cigarettes EU made.  ================ ...,0.1199707782828282 BTC,EU,Worldwide,4.96/5,
ShopAgent,Tobacco/Smoked,Special Price: Captain Black Dark Crema Cigars (10  packs of 42 gr.),CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.  Brand name : Captain black-Tabac Category name : Cigars & Tobacco Short description : 10 packs of 42 gr.each pack Capacity : 42 GR X 6    ONL ...,0.21745750523809515 BTC,EU,Worldwide,4.96/5,
ShopAgent,Tobacco/Smoked,Rothmans of London Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.  ===PLEASE write to us what kind of cigarettes do you want to buy.===  In 1carton=10packs=200cigarettes.All cigarettes EU made.  ================ ...,0.10725754586956522 BTC,EU,Worldwide,4.96/5,
ES-Light,Tobacco/Smoked,Lemonade Flavored 30ml bottle of E-Liquid 8mg of Nicotine,Enjoy your vaping experience with full flavor! 30ml will last about a month for someone who smokes a pack or two per day.  *Free shipping for multiple quantities or other items.,0.028822993 BTC,USA,Worldwide,5.00/5,
PsiloManufacture,Tobacco/Smoked,FEST 7 light Taste Cigarettes in web,Hi guys I'm new here but I can assure you that my services are at the highest level. My products as well.  I offer 10 packs = 200 Cigarettes FEST light  nicotine 0 6mg per cigarette tar 7mg per ...,0.045 BTC,EU,worldwide,4.93/5,
ShopAgent,Tobacco/Smoked,Bond Street Classic Selection Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.   In 1carton=10packs=200cigarettes.All cigarettes EU made.  ===================================  ATTENTION  MINIMAL ORDER IS 2 CARTONS  ==== ...,0.1086735180681818 BTC,EU,,4.96/5,
ShopAgent,Tobacco/Smoked,R1 Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH PERFECT QUALITY IN AGORA SHOP.  ===PLEASE write to us what kind of cigarettes do you want to buy.===  1carton=10packs=200cigarettes.All cigarettes EU made.  ================ ...,0.1085875311340206 BTC,EU,Worldwide,4.96/5,
only,Tobacco/Smoked,Chesterfield Red (10 packs x 20 cigarettes),Strength: Tar 10mg  Nicotine 0.7mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for Ge ...,0.1334107491666667 BTC,Ukraine,Worldwide,4.89/5,
only,Tobacco/Smoked,Camel Silver (10 packs x 20 cigarettes),Strength: Tar 4mg  Nicotine 0.3mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for Ger ...,0.13338979850000005 BTC,Ukraine,Worldwide,4.89/5,
only,Tobacco/Smoked,Atis Blue (10 packs x 20 cigarettes),Strength: Tar 7mg  Nicotine 0.6mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for Ger ...,0.11513846910569105 BTC,Ukraine,Worldwide,4.89/5,
only,Tobacco/Smoked,Kiss Superslims Dream (10 packs x 20 cigarettes),Strength: Tar 5.0mg  Nicotine 0.6mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.13325024085470083 BTC,Ukraine,Worldwide,4.89/5,
only,Tobacco/Smoked,Kent HD 4 (10 packs x 20 cigarettes),Strength: Tar 4.0mg  Nicotine 0.3mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.15030774817391318 BTC,Ukraine,Worldwide,4.89/5,
only,Tobacco/Smoked,Winston XSence Silver (10 packs x 20 cigarettes),Strength: Tar 4.0mg  Nicotine 0.4mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.13417953385964906 BTC,Ukraine,Worldwide,4.89/5,
only,Tobacco/Smoked,Prima Lux Superslims Selection n.4 (10 packs x 20 cigarettes),Strength: Tar 4.0mg  Nicotine 0.4mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.1176757545762712 BTC,Ukraine,Worldwide,4.89/5,
ES-Light,Tobacco/Smoked,5 Pack Top Shelf Quality 10ml bottles of E-Liquid 16mg of Nicotine 10 Flavors to choose from!,Top Shelf Quality E-Liquid for your liquid oil vaporizer! Purchase price is for five 10ml bottles. Available flavors: Tobacco  Lemon  Rootbeer Float  Apple  Orange  Cinnamon  Mint  Cherry  Fruit Mix  ...,0.10059020758620689 BTC,USA,Worldwide,5.00/5,
ShopAgent,Tobacco/Smoked,Special Price: Captain Black Cherise Cigars (10  packs of 42 gr.),CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.  Brand name : Captain black-Tabac Category name : Cigars & Tobacco Short description : 10 packs of 42 gr.each pack Capacity : 42 GR X 6    ONL ...,0.22068505857142856 BTC,EU,Worldwide,4.96/5,
only,Tobacco/Smoked,L&M Slims Blu 83 (10 packs x 20 cigarettes),Strength: Tar 3.0mg  Nicotine 0.3mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.13406497206896553 BTC,Ukraine,Worldwide,4.89/5,
only,Tobacco/Smoked,Vogue Super Slims Platine (10 packs x 20 cigarettes),Strength: Tar 1.0mg  Nicotine 0.1mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.13457053330434784 BTC,Ukraine,Worldwide,4.89/5,
ShopAgent,Tobacco/Smoked,ESSE Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH PERFECT QUALITY IN AGORA SHOP.  1carton=10packs=200cigarettes.All cigarettes EU made  ===================================  ATTENTION  MINIMAL ORDER IS 2 CARTONS  ======= ...,0.1198851122916667 BTC,EU,Worldwide,4.96/5,
ShopAgent,Tobacco/Smoked,Special Price: Captain Black Classic Cigars  (10  packs of 42 gr.),CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.  Brand name : Captain black-Tabac Category name : Cigars & Tobacco Short description : 10 packs of 42 gr.each pack Capacity : 42 GR X 6    ONL ...,0.2174789433333333 BTC,EU,Worldwide,4.96/5,
ShopAgent,Tobacco/Smoked,Parliament Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH PERFECT QUALITY IN AGORA SHOP.  ===PLEASE write to us what kind of cigarettes do you want to buy.===  1carton=10packs=200cigarettes.All cigarettes EU made.  ================ ...,0.14564909123711345 BTC,EU,Worldwide,4.96/5,
only,Tobacco/Smoked,Bond Street Light (10 packs x 20 cigarettes),Strength: Tar 4mg  Nicotine 0.4mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for Ger ...,0.11478686544715447 BTC,Ukraine,Worldwide,4.89/5,
ShopAgent,Tobacco/Smoked,Winston Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.  ===PLEASE write to us what kind of cigarettes do you want to buy.===  In 1carton=10packs=200cigarettes.All cigarettes EU made.  ================ ...,0.11485260020202023 BTC,EU,Worldwide,4.96/5,
only,Tobacco/Smoked,Classic Blue (10 packs x 20 cigarettes),Strength: Tar 8mg  Nicotine 0.6mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for Ger ...,0.11706138837606839 BTC,Ukraine,Worldwide,4.89/5,
ShopAgent,Tobacco/Smoked,KENT Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH PERFECT QUALITY IN AGORA SHOP.  ===PLEASE write to us what kind of cigarettes do you want to buy.===  1carton=10packs=200cigarettes.All cigarettes EU made.  ================ ...,0.12717511836734702 BTC,EU,Worldwide,4.96/5,
only,Tobacco/Smoked,Karelia Slims (10 packs x 20 cigarettes),Strength: Tar 6.0mg  Nicotine 0.6mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.13377691666666675 BTC,Ukraine,Worldwide,4.89/5,
ShopAgent,Tobacco/Smoked,Marlboro Gold Edge Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.   In 1carton=10packs=200cigarettes.All cigarettes EU made.  =================================  ATTENTION  MINIMAL ORDER IS 2 CARTONS  ====== ...,0.13425512590909092 BTC,EU,,4.96/5,
ShopAgent,Tobacco/Smoked,Brilliant Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.  ===PLEASE write to us what kind of cigarettes do you want to buy.===  In 1carton=10packs=200cigarettes.All cigarettes EU made.  ================ ...,0.09794228186813189 BTC,EU,Worldwide,4.96/5,
only,Tobacco/Smoked,Monte Carlo Blue (10 packs x 20 cigarettes),Strength: Tar 8.0mg  Nicotine 0.6mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.13427563637931034 BTC,Ukraine,Worldwide,4.89/5,
ShopAgent,Tobacco/Smoked,Camel White mini Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.   In 1carton=10packs=200cigarettes.All cigarettes EU made.  ===================================  ATTENTION  MINIMAL ORDER IS 2 CARTONS  ==== ...,0.12261571314606735 BTC,EU,,4.96/5,
only,Tobacco/Smoked,Classic Slims Silver (10 packs x 20 cigarettes),Strength: Tar 4mg  Nicotine 0.4mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for Ger ...,0.11746239932203391 BTC,Ukraine,Worldwide,4.89/5,
only,Tobacco/Smoked,Chesterfield Bronze (10 packs x 20 cigarettes),Strength: Tar 4mg  Nicotine 0.4mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for Ger ...,0.13322620216666675 BTC,Ukraine,Worldwide,4.89/5,
ShopAgent,Tobacco/Smoked,One Million White Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.    In 1carton=10packs=200cigarettes.All cigarettes EU made.  ===================================  ATTENTION  MINIMAL ORDER IS 2 CARTONS  == ...,0.09950611967391307 BTC,EU,Worldwide,4.96/5,
only,Tobacco/Smoked,Bond Street Red (10 packs x 20 cigarettes),Strength: Tar 10mg  Nicotine 0.8mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for Ge ...,0.11488839032258064 BTC,Ukraine,Worldwide,4.89/5,
ES-Light,Tobacco/Smoked,Top Shelf Quality 10ml bottle of E-Liquid 16mg of Nicotine 10 Flavors to choose from!,Top Shelf Quality E-Liquid for your liquid oil vaporizer! Available flavors:Tobacco  Lemon  Rootbeer Float  Apple  Orange  Cinnamon  Mint  Cherry  Fruit Mix  and Beer. Please let me know which flavor ...,0.026862667627118638 BTC,USA,Worldwide,5.00/5,
ShopAgent,Tobacco/Smoked,Camel Black mini Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.   In 1carton=10packs=200cigarettes.All cigarettes EU made.  ===================================  ATTENTION  MINIMAL ORDER IS 2 CARTONS  ==== ...,0.12302691911111104 BTC,EU,,4.96/5,
mikehamer,Tobacco/Smoked,PARLIAMENT TAX FREE CIGARETTES CHEAP CIGARETTES,FOR SALE ARE 1 CARTON/10 PACKS/200 CIGARETTES OF: PARLIAMENT NIGHT BLUE PARLIAMENT AQUA BLUE PARLIAMENT ONE PARLIAMENT SUPERSLIMS PARLIAMENT RESERVE SLIMS PARLIAMENT SILVER BLUE  !!!PLEASE SP ...,0.17133212447999993 BTC,Torland,WORLDWIDE,5.00/5,
mikehamer,Tobacco/Smoked,COSMOS TAX FREE CIGARETTES CHEAP CIGARETTES,FOR SALE ARE 1 CARTON/10 PACKS/200 CIGARETTES OF: COSMOS  !!!!!!!!!!!!!!!!PLEASE READ OUR TERMS/PROFILE BEFORE BUY!!!!!!!!!!!!!!!!  Cheap cigarettes  high quality   made in europe cigarettes Man ...,0.10190209395161284 BTC,Torland,WORLDWIDE,5.00/5,
mikehamer,Tobacco/Smoked,WINSTON TAX FREE CIGARETTES CHEAP CIGARETTES,FOR SALE ARE 1 CARTON/10 PACKS/200 CIGARETTES OF: WINSTON RED WINSTON BLUE WINSTON SILVER WINSTON WHITE WINSTON XS NANO BLUE WINSTON SUPERSLIMS BLUE WINSTON X SENCE SILVER WINSTON SUPERSLIMS  ...,0.12501198135999997 BTC,Torland,WORLDWIDE,5.00/5,
mikehamer,Tobacco/Smoked,KISS SUPER SLIMS TAX FREE CIGARETTES CHEAP CIGARETTES,FOR SALE ARE 1 CARTON/10 PACKS/200 CIGARETTES OF: KISS SUPER SLIMS DREAM KISS SUPER SLIMS ENERGY KISS SUPER SLIMS FRESH APPLE KISS SUPER SLIMS STRAWBERRY KISS SUPER SLIMS ROMANTIC KISS SUPER SL ...,0.1254809529508197 BTC,Torland,,5.00/5,
mikehamer,Tobacco/Smoked,RED&WHITE TAX FREE CIGARETTES CHEAP CIGARETTES,FOR SALE ARE 1 CARTON/10 PACKS/200 CIGARETTES OF: RED&WHITE AMERICAN BLEND RED&WHITE SPECIAL RED&WHITE FINE RED&WHITE SUPERSLIMS SPECIAL RED&WHITE SUPERSLIMS RICH RED&WHITE SUPERSLIMS FINE RED ...,0.11063440047999998 BTC,Torland,WORLDWIDE,5.00/5,
mikehamer,Tobacco/Smoked,KARELIA SLIMS TAX FREE CIGARETTES CHEAP CIGARETTES,FOR SALE ARE 1 CARTON/10 PACKS/200 CIGARETTES OF: KARELIA SLIMS KARELIA BLUE KARELIA CREAM KARELIA MENTHOL  !!!PLEASE SPECIFY WHAT KIND YOU WANT WHEN YOU BOUGHT THIS ITEM!!!  !!!!!!!!!!!!!!!! ...,0.12631644260162608 BTC,Torland,WORLDWIDE,5.00/5,
mikehamer,Tobacco/Smoked,L&M TAX FREE CIGARETTES CHEAP CIGARETTES,FOR SALE ARE 1 CARTON/10 PACKS/200 CIGARETTES OF: L & M RED LABEL L & M BLUE LABEL L & M SILVER LABEL L & M VIBE SLIMS L & M MIXX SLIMS L & M SUPER SLIMS BLUE L & M SUPER SLIMS GREY  !!!PLEA ...,0.12687035555555556 BTC,Torland,WORLDWIDE,5.00/5,
mikehamer,Tobacco/Smoked,OK TAX FREE CIGARETTES CHEAP CIGARETTES,FOR SALE ARE 1 CARTON/10 PACKS/200 CIGARETTES OF: OK BLACK OK BLUE  !!!PLEASE SPECIFY WHAT KIND YOU WANT WHEN YOU BOUGHT THIS ITEM!!! !!!!!!!!!!!!!!!!PLEASE READ OUR TERMS/PROFILE BEFORE BUY!!!! ...,0.1008823498095238 BTC,Torland,WORLDWIDE,5.00/5,
mikehamer,Tobacco/Smoked,VIRGINIA SUPERSLIMS TAX FREE CIGARETTES CHEAP CIGARETTES,FOR SALE ARE 1 CARTON/10 PACKS/200 CIGARETTES OF: VIRGINIA SUPERSLIMS PREMIUM VIRGINIA SUPERSLIMS PREMIUM BLUE VIRGINIA SUPERSLIMS PREMIUM ONE  !!!PLEASE SPECIFY WHAT KIND YOU WANT WHEN YOU BOUG ...,0.14132864629032246 BTC,Torland,WORLDWIDE,5.00/5,
mikehamer,Tobacco/Smoked,GLAMOUR TAX FREE CIGARETTES CHEAP CIGARETTES,FOR SALE ARE 1 CARTON/10 PACKS/200 CIGARETTES OF: GLAMOUR SUPER SLIMS LILAC GLAMOUR SUPER SLIMS AZURE GLAMOUR SUPER SLIMS AMBER GLAMOUR SUPER SLIMS MENTHOL  !!!PLEASE SPECIFY WHAT KIND YOU WANT ...,0.11579132785714287 BTC,Torland,WORLDWIDE,5.00/5,
only,Tobacco/Smoked,Atis Red (10 packs x 20 cigarettes),Strength: Tar 9mg  Nicotine 0.8mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for Ger ...,0.11482774677419354 BTC,Ukraine,Worldwide,4.89/5,
ShopAgent,Tobacco/Smoked,LUCKY STRIKE Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.  ===PLEASE write to us what kind of cigarettes do you want to buy.===  In 1carton=10packs=200cigarettes.All cigarettes EU made.  ================ ...,0.07732914133333332 BTC,EU,,4.96/5,
only,Tobacco/Smoked,Kiss Superslims Menthol (10 packs x 20 cigarettes),Strength: Tar 5.0mg  Nicotine 0.6mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.13324986435897443 BTC,Ukraine,Worldwide,4.89/5,
only,Tobacco/Smoked,Karelia Slims Menthol (10 packs x 20 cigarettes),Strength: Tar 3.0mg  Nicotine 0.3mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.13389597745762713 BTC,Ukraine,Worldwide,4.89/5,
ES-Light,Tobacco/Smoked,Top Shelf Quality E-Liquid 10ml bottle 0mg of Nicotine 10 Flavors to choose from!,Top Shelf Quality E-Liquid for your liquid oil vaporizer! Available flavors:Tobacco  Grape  Pineapple  Lemon  Beer  Fruit Mix  Cherry  Mint  Strawberry  and Orange. Please let me know which flavor yo ...,0.026882679914529896 BTC,USA,Worldwide,5.00/5,
b1g1mpact,Tobacco/Smoked,28g / 1oz - Mapacho (N.Rustica) 9x stronger than normal tobacco,Full product description to follow  when I can get back in to SR.  -----------------------------------------------------  Mapacho is traditional ritual tobacco. It is the strongest in the world   ...,0.07423329232558144 BTC,Poland,,4.99/5,
only,Tobacco/Smoked,Nistru Non Filter (10 packs x 20 cigarettes),Strength: Tar 16.0mg  Nicotine 1.3mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for  ...,0.10090264747826089 BTC,Ukraine,Worldwide,4.89/5,
ShopAgent,Tobacco/Smoked,Marlboro Gold Fine Touch Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.  In 1carton=10packs=200cigarettes.All cigarettes EU made.  =================================  ATTENTION  MINIMAL ORDER IS 2 CARTONS  ======== ...,0.13480287788888892 BTC,EU,,4.96/5,
only,Tobacco/Smoked,Temp American Blend (10 packs x 20 cigarettes),Strength: Tar 15.0mg  Nicotine 1.1mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for  ...,0.11723914017391306 BTC,Ukraine,Worldwide,4.89/5,
ShopAgent,Tobacco/Smoked,Bond Street River Blue SuperSlims Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.  ===PLEASE write to us what kind of cigarettes do you want to buy.===  In 1carton=10packs=200cigarettes.All cigarettes EU made.  ================ ...,0.10927407599999998 BTC,EU,,4.96/5,
ShopAgent,Tobacco/Smoked,Bond Street Fine Silver SuperSlims Cheap Cigarettes to USA and EU,CHEAPEST PRICE WITH SAME QUALITY IN AGORA SHOP.   In 1carton=10packs=200cigarettes.All cigarettes EU made.  ===================================  ATTENTION  MINIMAL ORDER IS 2 CARTONS  ==== ...,0.10938452193181815 BTC,EU,,4.96/5,
only,Tobacco/Smoked,Winston Super Slims Silver (10 packs x 20 cigarettes),Strength: Tar 3.0mg  Nicotine 0.3mg  Buy them smokes directly from the source (SR veterans since 2012).  We ship to the USA  Canada  all the Western Europe and pretty much everywhere except for G ...,0.13399336269565218 BTC,Ukraine,Worldwide,4.89/5,
